id,lat,lon
1,12.974644,77.606705
2,12.979075,77.61515695
3,12.97010994,77.64472198
4,12.9731596,77.61603335
5,12.95817535,77.6412194
6,12.9678119,77.6068674
7,12.968839,77.641124
8,12.97022247,77.60477448
9,12.9730189,77.61664015
10,12.9730189,77.61664015
11,12.9723614,77.631538
12,12.970298,77.639827
13,12.9683888,77.6507135
14,12.96727476,77.65745337
15,12.972697,77.615476
16,12.969256,77.636894
17,12.96840526,77.60621532
18,12.9735695,77.6142374
19,12.97499833,77.60493705
20,12.9752489,77.6035012
21,12.97591782,77.62393188
22,12.90903956,77.63511516
23,12.9208574,77.6514836
24,12.8650839,77.654726
25,12.9160021,77.6509808
26,12.89546299,77.61492157
27,12.9202428,77.5216658
28,12.8502699,77.6598845
29,12.9150469,77.64479125
30,12.84148026,77.64820099
31,12.84085075,77.644073
32,12.833368,77.688231
33,12.91419745,77.6387116
34,12.9109229,77.64743415
35,12.9187797,77.651747
36,12.9085825,77.6491107
37,12.92000008,77.61000061
38,12.9155142,77.6449373
39,12.9127477,77.6280288
40,12.916475,77.625806
41,12.91660309,77.6353302
42,12.86158616,77.65374603
43,12.906914,77.61132
44,12.9128023,77.6453628
45,12.8473917,77.64610057
46,12.9173204,77.644636
47,12.9122061,77.6343205
48,12.91427211,77.6323318
49,12.9109229,77.64743415
50,12.913876,77.5855674
51,12.916123,77.63539565
52,12.9120341,77.6474079
53,12.850304,77.64717214
54,12.9170653,77.6293088
55,12.87748922,77.64689237
56,12.9208574,77.6514836
57,13.055151,77.604628
58,12.9174627,77.644636
59,12.84780693,77.66319275
60,12.9145895,77.6383748
61,12.952785,77.527621
62,12.90999045,77.6492367
63,12.9146963,77.6383953
64,12.91193267,77.65122325
65,12.95619805,77.7306796
66,12.836076,77.6675646
67,12.95416101,77.66017419
68,12.9146963,77.6383953
69,12.84384473,77.65242422
70,12.9011236,77.6536004
71,12.91901075,77.63233348
72,12.85897909,77.66183692
73,12.9208574,77.6514836
74,12.91440065,77.6489842
75,12.921276,77.6452718
76,12.916475,77.625806
77,12.9196239,77.64922765
78,12.9012022,77.64577835
79,12.9140023,77.6312482
80,12.9083184,77.6323636
81,12.9187328,77.6291506
82,12.91901075,77.63233348
83,12.9111077,77.6534475
84,12.91350785,77.6327043
85,12.84780693,77.66319275
86,12.91206445,77.6426875
87,12.88871556,77.61979164
88,12.9097888,77.6493084
89,12.89557495,77.65653846
90,12.9115228,77.6441144
91,12.9162108,77.6514503
92,12.8401243,77.6436202
93,12.90844355,77.6506501
94,12.90916993,77.65258414
95,12.83670282,77.65780191
96,12.9132337,77.6354831
97,12.9104066,77.6353105
98,12.91350785,77.6327043
99,12.84738035,77.6518289
100,12.70930004,77.6984024
101,12.9109229,77.64743415
102,12.84181138,77.67586783
103,12.972552,77.646151
104,12.97021066,77.64163533
105,12.84850759,77.66251191
106,12.9173204,77.644636
107,12.90730725,77.6378891
108,12.9702847,77.6430414
109,12.9736905,77.63460909
110,12.97255678,77.64708374
111,12.982499,77.639313
112,12.9173204,77.644636
113,12.91995425,77.63541585
114,12.9137875,77.6299606
115,12.97010994,77.64472198
116,12.970576,77.646699
117,12.88101463,77.62422746
118,12.89457417,77.65252015
119,12.8349651,77.6563084
120,12.9113397,77.6353851
121,12.85769724,77.66242582
122,12.9289563,77.6350056
123,26.87393761,81.0120163
124,12.9163728,77.637979
125,12.83590286,77.65740183
126,12.84503375,77.6450033
127,12.90120813,77.6030358
128,12.9117302,77.6350443
129,12.9098736,77.64947945
130,12.9160033,77.62693605
131,12.8483462,77.6826287
132,12.9011236,77.6536004
133,12.833368,77.688231
134,12.9173204,77.644636
135,12.9152577,77.6516212
136,12.97849495,77.63613655
137,12.9778391,77.6408496
138,12.97917407,77.63975177
139,12.90308175,77.64369147
140,12.92408642,77.64997416
141,12.91403845,77.62628995
142,12.9208574,77.6514836
143,12.8461489,77.6587687
144,12.86496639,77.65507507
145,12.9092246,77.6391276
146,13.0230749,77.640573
147,12.91885794,77.62883878
148,12.95619805,77.7306796
149,12.83270065,77.64203017
150,12.8303986,77.6661012
151,12.9074581,77.632412
152,12.8397121,77.65369825
153,12.951625,77.574731
154,12.85059269,77.66126317
155,12.86496639,77.65507507
156,12.9074521,77.6377818
157,12.9181093,77.644657
158,12.833368,77.688231
159,12.8461489,77.6587687
160,12.9058943,77.6454148
161,12.89203524,77.63831288
162,12.91204315,77.66499485
163,12.8521528,77.6517786
164,12.9122194,77.633676
165,12.9124681,77.6385258
166,13.00704861,77.57884216
167,13.06988315,77.5769284
168,12.9074521,77.6377818
169,12.91852978,77.65170415
170,12.89163017,77.62210846
171,13.03940206,77.62479848
172,12.89432963,77.62913965
173,12.9086642,77.6508326
174,12.91419745,77.6387116
175,12.833368,77.688231
176,12.8498622,77.6574281
177,12.9122194,77.633676
178,12.9785794,77.63671331
179,12.98119685,77.64077313
180,12.974062,77.638288
181,12.88545513,77.6420517
182,12.833368,77.688231
183,12.9146963,77.6383953
184,12.92282273,77.64830074
185,12.8473917,77.64610057
186,12.9063919,77.6445754
187,12.8773391,77.5953601
188,12.8650839,77.654726
189,12.86496639,77.65507507
190,12.85025176,77.66269069
191,12.96285,77.534414
192,12.80027821,77.70642466
193,12.9123722,77.6416515
194,12.8987797,77.652715
195,12.84022141,77.64743008
196,12.921276,77.6452718
197,12.9136102,77.6383337
198,12.9109632,77.6353845
199,12.9121594,77.6516733
200,12.91805255,77.62433921
201,12.9158912,77.6450179
202,12.9138686,77.637459
203,12.84828115,77.6524935
204,12.84751002,77.6458744
205,12.84737618,77.66219739
206,12.833368,77.688231
207,12.91371037,77.6353124
208,12.9202809,77.6355507
209,12.9126448,77.67673495
210,12.95619805,77.7306796
211,12.9116206,77.6302821
212,12.86496639,77.65507507
213,12.91193824,77.64657484
214,12.9202809,77.6355507
215,12.91208935,77.64942932
216,13.042201,77.575679
217,12.95416101,77.66017419
218,13.026407,77.576814
219,12.80287255,77.70232285
220,12.8349651,77.6563084
221,12.9127602,77.6281022
222,12.916123,77.63539565
223,12.9173204,77.644636
224,12.9300641,77.5721222
225,12.9060713,77.64124611
226,12.833368,77.688231
227,12.8390468,77.65635845
228,12.91995425,77.63541585
229,12.9126279,77.6518057
230,12.9170824,77.6380837
231,12.9160461,77.6518627
232,12.881629,77.5835085
233,12.9160021,77.6509808
234,12.8975608,77.5897152
235,12.9170824,77.6380837
236,12.84780693,77.66319275
237,12.9173204,77.644636
238,12.83690519,77.68145561
239,12.92175365,77.65011345
240,12.9015281,77.6025317
241,13.00704861,77.57884216
242,12.90342655,77.65040875
243,12.9092246,77.6391276
244,12.90352045,77.6490158
245,12.9094053,77.6403405
246,12.833368,77.688231
247,12.9128023,77.6453628
248,12.9163728,77.637979
249,12.9150377,77.6516891
250,12.915884,77.63538355
251,12.9245391,77.6519714
252,12.86496639,77.65507507
253,12.9170653,77.6293088
254,12.8473917,77.64610057
255,12.9122194,77.633676
256,12.9172035,77.6337556
257,12.90352045,77.6490158
258,12.9092246,77.6391276
259,12.9101972,77.6384836
260,12.84987935,77.66948009
261,12.9092246,77.6391276
262,12.83955329,77.65964175
263,13.006731,77.706745
264,12.9221081,77.6350703
265,12.90742,77.65166235
266,12.91995425,77.63541585
267,12.9089013,77.64686175
268,12.979656,77.638454
269,12.949961,77.5996887
270,12.9172035,77.6337556
271,12.9122061,77.6343205
272,12.9150469,77.64479125
273,12.9208574,77.6514836
274,13.00704861,77.57884216
275,12.9092246,77.6391276
276,12.9063919,77.6445754
277,12.83908678,77.65910966
278,12.9054853,77.6461291
279,12.84181138,77.67586783
280,12.96786238,77.59079754
281,12.90352045,77.6490158
282,12.9125802,77.645202
283,12.90730725,77.6378891
284,12.92282273,77.64830074
285,12.84359074,77.64844513
286,12.90742,77.65166235
287,12.9338916,77.6191811
288,12.82851599,77.70836642
289,12.84003741,77.64905138
290,12.9162387,77.6446145
291,12.916123,77.63539565
292,12.8754373,77.60408115
293,12.9088084,77.6413679
294,12.9061753,77.6492275
295,12.9160913,77.65170675
296,12.9101972,77.6384836
297,12.973621,77.61400755
