[0, 10.926, 12.981, 2.357, 7.015, 16.039, 8.735, 7.248, 17.077, 14.189, 10.637, 8.519, 9.59, 2626.728, 10.637, 11.535, 12.616, 6.794, 6.569, 14.117, 11.636, 11.227, 3.569, 9.269, 13.827, 7.99, 2.069, 7.051, 6.591, 2.137, 3.255, 0.257, 9.148, 15.402, 10.766, 11.529, 9.24, 9.533, 9.257, 2.443, 14.187, 10.712, 11.217, 1.837, -1, 16.472, 0.081, 9.13, 7.769, 3.419, 9.13, 9.413, 15.657, 11.684, 16.107, 2.019, 8.577, 15.32, 9.544, 10.783, 13.684, 18.973, 8.461, 10.796, 17.557, 5.878, 9.13, 14.07, 15.481, 11.626, 2.89, 1.855, 16.097, 10.136, 14.721, 19.095, 14.784, 10.827, 1.288, 12.255, 10.966, 3.873, 7.286, 8.067, 16.097, 1.855, 6.837, 13.611, 3.951, 5.507, 14.292, 2.36, 12.799, 11.912, 11.635, 11.15, 1.83, 13.684, 16.887, 16.316, 7.767, 12.558, 8.926, 7.526, 13.211, 11.533, 18.913, 14.212, 9.956, 16.316, 8.425, 10.804, 1.855, 14.292, 11.626, 11.635, 10.663, 12.558, 12.046, 8.425, 9.433, 13.386, 6.734, 16.486, 1.943, 7.327, 10.804, 11.991, 7.769, 9.13, 1.817, 9.369, 14.48, 2.89, 11.231, 9.13, 11.635, 7.164, 7.713, 17.712, 599.651, 14.288, 17, 13.724, 10.772, 2.868, 1.896, 9.13, 9.13, 8.046, 11.425, 15.967, 7.087, 10.226, 7.479, 7.533, 10.046, 12.935, 7.476, 10.368, 9.469, 13.147, 7.634, 11.519, 7.199, 10.136, 12.799, 11.773, 8.767, 12.29, 2.019, 10.909, 11.044, 12.456, 11.618, 9.598, 8.919, 9.13, 5.804, 11.781, 8.067, 1.624, 11.29, 2.604, 11.769, 15.481, 11.602, 8.919, 10.909, 2.355, 1.855, 8.919, 7.476, 11.273, 11.883, 8.037, 12.29, 10.804, 22.282, 7.751, 8.289, 8.955, 14.065, 11.052, 7.476, 1.896, 10.136, 12.684, 15.23, 19.21, 20.397, 9.481, 7.087, 13.231, 7.667]
[10.926, 0, 13.657, 9.94, 9.236, 9.487, 6.802, 9.469, 19.601, 7.637, 1.564, 10.335, 16.836, 2630.219, 1.564, 1.437, 2.506, 10.669, 10.444, 7.565, 1.538, 1.129, 8.861, 7.336, 7.275, 19.422, 9.563, 9.272, 10.466, 10.48, 10.981, 11.342, 21.029, 8.85, 0.648, 1.431, 17.127, 16.834, 7.324, 10.706, 7.635, 0.505, 0.133, 9.264, -1, 10.038, 11.008, 10.226, 9.653, 10.896, 10.226, 7.187, 9.66, 1.475, 9.673, 9.683, 20.414, 9.323, 5.307, 20.588, 7.687, 12.976, 11.322, 0.789, 18.839, 10.621, 10.226, 8.073, 9.299, 1.645, 9.702, 9.185, 9.663, 19.996, 8.724, 13.098, 8.787, 0.859, 9.488, 5.659, 0.452, 8.005, 7.683, 9.951, 9.663, 9.185, 8.081, 7.614, 8.732, 10.331, 8.295, 10.64, 24.803, 1.677, 13.138, 1.173, 9.927, 7.687, 10.453, 15.667, 9.571, 5.962, 6.7, 19.53, 7.214, 1.448, 12.916, 8.215, 7.73, 15.667, 10.629, 0.279, 9.185, 8.295, 1.645, 13.138, 0.387, 5.962, 1.961, 10.629, 21.27, 7.389, 9.076, 10.489, 9.502, 9.914, 0.279, 1.906, 9.653, 10.226, 10.331, 4.928, 8.483, 9.702, 1.124, 10.226, 13.138, 9.354, 9.597, 11.278, 603.199, 8.291, 10.566, 7.727, 2.368, 11.148, 9.323, 10.226, 10.226, 9.93, 1.075, 13.452, 10.001, 20.031, 9.363, 7.908, 7.82, 2.85, 10.063, 20.173, 7.163, 7.15, 8.009, 1.284, 9.319, 19.996, 24.803, 1.652, 20.604, 6.293, 9.683, 0.941, 5.047, 6.459, 1.409, 7.372, 6.693, 10.226, 10.547, 1.546, 9.951, 9.216, 0.205, 10.884, 1.534, 9.299, 1.603, 10.47, 0.941, 10.432, 9.185, 6.693, 10.063, 1.027, 1.644, 9.921, 6.293, 0.279, 16.065, 9.855, 8.664, 11.816, 8.068, 1.102, 10.063, 9.323, 19.996, 24.688, 5.215, 13.213, 14.912, 20.966, 10.001, 7.234, 19.671]
[12.981, 13.657, 0, 10.888, 19.294, 9.066, 21.014, 19.527, 6.834, 10.293, 13.398, 20.798, 19.402, 2622.125, 13.398, 14.296, 15.037, 8.458, 8.233, 8.876, 14.19, 13.988, 12.857, 21.548, 8.969, 19.557, 13.869, 19.33, 8.255, 11.288, 10.564, 13.358, 18.96, 10.612, 13.639, 14.29, 19.052, 19.345, 21.536, 10.259, 8.946, 13.496, 13.79, 12.876, -1, 11.216, 13.063, 20.971, 19.61, 10.875, 20.971, 21.254, 9.276, 14.964, 11.581, 11.423, 18.79, 9.582, 9.053, 20.996, 9.261, 12.592, 20.302, 14.091, 5.45, 17.719, 20.971, 10.047, 11.458, 14.921, 11.288, 12.595, 11.716, 20.349, 8.262, 12.714, 10.761, 14.122, 13.1, 11.614, 13.929, 11.798, 19.127, 19.908, 11.716, 12.595, 18.678, 11.582, 11.261, 9.933, 11.403, 11.142, 11.666, 14.484, 2.888, 14.445, 11.99, 9.261, 12.734, 5.476, 6.639, 11.738, 20.767, 19.519, 9.131, 14.828, 12.532, 10.934, 21.797, 5.476, 20.266, 13.773, 12.595, 11.403, 14.921, 2.888, 13.466, 11.738, 15.341, 20.266, 19.646, 11.028, 18.575, 10.105, 13.114, 7.754, 13.773, 15.286, 19.61, 20.971, 11.855, 10.471, 9.631, 11.288, 14.526, 20.971, 2.888, 9.124, 19.554, 28.925, 594.802, 11.399, 12.811, 11.301, 12.484, 10.55, 12.935, 20.971, 20.971, 19.887, 14.234, 9.868, 18.928, 20.439, 19.32, 19.374, 21.887, 15.457, 7.903, 20.581, 20.466, 11.227, 19.475, 14.328, 9.089, 20.349, 11.666, 14.696, 18.98, 11.049, 11.423, 14.204, 11.974, 10.385, 14.898, 21.439, 20.76, 20.971, 17.645, 14.59, 19.908, 12.828, 13.863, 10.256, 14.578, 11.458, 14.647, 6.39, 14.204, 10.753, 12.595, 20.76, 7.903, 14.685, 14.692, 19.878, 11.049, 13.773, 11.442, 7.76, 20.13, 20.796, 10.042, 14.347, 7.903, 12.935, 20.349, 13.539, 18.518, 12.829, 9.557, 19.694, 18.928, 9.151, 19.66]
[2.357, 9.94, 10.888, 0, 9.064, 14.813, 10.784, 9.297, 14.77, 12.963, 9.411, 11.419, 10.352, 2623.969, 9.411, 10.309, 11.39, 4.487, 4.262, 12.891, 10.41, 10.001, 2.343, 11.318, 12.601, 8.752, 0.625, 9.1, 4.284, 1.672, 1.391, 2.934, 9.91, 14.176, 9.54, 10.303, 10.002, 10.295, 11.306, 0.996, 12.961, 9.486, 10.073, 0.848, -1, 15.328, 2.439, 10.93, 9.569, 1.255, 10.93, 11.213, 14.513, 10.54, 14.963, 0.946, 9.265, 14.176, 8.4, 11.471, 12.54, 17.829, 10.261, 9.652, 14.628, 7.678, 10.93, 12.926, 14.337, 10.482, 0.242, 2.201, 14.953, 10.824, 13.429, 17.951, 13.64, 9.683, 1.395, 11.111, 9.822, 1.965, 9.086, 9.867, 14.953, 2.201, 8.637, 12.467, 1.943, 3.599, 13.148, 1.468, 9.277, 10.768, 8.907, 10.006, 1.358, 12.54, 15.743, 13.387, 5.039, 11.414, 10.726, 8.214, 12.067, 10.389, 17.769, 13.068, 11.756, 13.387, 11.683, 9.66, 2.201, 13.148, 10.482, 8.907, 9.519, 11.414, 10.902, 11.683, 10.121, 12.242, 8.534, 15.342, 0.811, 4.599, 9.66, 10.847, 9.569, 10.93, 1.592, 8.225, 13.336, 0.242, 10.087, 10.93, 8.907, 4.982, 9.513, 16.568, 597.921, 13.144, 15.856, 12.58, 9.628, 0.77, 0.789, 10.93, 10.93, 9.846, 10.281, 13.038, 8.887, 10.914, 9.279, 9.333, 11.846, 11.791, 4.748, 11.056, 11.269, 12.003, 9.434, 10.375, 4.947, 10.824, 9.277, 10.629, 9.455, 11.146, 0.946, 9.765, 9.9, 11.312, 10.474, 11.398, 10.719, 10.93, 7.604, 10.637, 9.867, 1.494, 10.146, 1.121, 10.625, 14.337, 10.458, 6.191, 9.765, 0.78, 2.201, 10.719, 4.748, 10.129, 10.739, 9.837, 11.146, 9.66, 19.353, 5.023, 10.089, 10.755, 12.921, 9.908, 4.748, 0.789, 10.824, 13.372, 13.124, 18.066, 17.468, 10.169, 8.887, 12.087, 8.355]
[7.015, 9.236, 19.294, 9.064, 0, 17.284, 1.729, 2.289, 23.689, 15.434, 7.328, 5.282, 10.29, 2633.107, 7.328, 8.226, 9.307, 13.406, 13.181, 15.362, 8.327, 7.918, 8.826, 2.263, 15.072, 14.369, 9.175, 2.092, 13.203, 10.092, 10.316, 7.955, 15.976, 16.647, 7.818, 8.22, 10.581, 10.288, 2.251, 10.318, 15.432, 7.764, 9.369, 8.628, -1, 18.935, 7.277, 2.084, 1.511, 11.481, 2.084, 3.155, 18.557, 9.477, 18.57, 9.047, 12.318, 18.22, 13.222, 12.492, 16.584, 21.873, 3.18, 8.589, 21.461, 2.479, 2.084, 16.97, 18.196, 9.419, 9.066, 7.642, 18.56, 11.9, 17.621, 21.995, 17.684, 8.62, 7.594, 14.556, 9.118, 7.777, 1.59, 1.809, 18.56, 7.642, 1.141, 16.511, 7.855, 9.411, 17.192, 11.203, 16.707, 10.914, 16.429, 8.943, 9.291, 16.584, 19.35, 20.22, 12.048, 14.859, 2.668, 11.434, 16.111, 9.326, 21.813, 17.112, 3.698, 20.22, 2.533, 8.956, 7.642, 17.192, 9.419, 16.429, 9.304, 14.859, 9.839, 2.533, 13.174, 16.286, 2.355, 19.386, 8.866, 12.121, 8.956, 9.784, 1.511, 2.084, 11.423, 13.825, 17.38, 9.066, 9.024, 2.084, 16.429, 11.068, 1.455, 20.175, 603.559, 17.188, 19.463, 16.624, 11.265, 12.395, 8.687, 2.084, 2.084, 1.788, 9.746, 22.349, 1.905, 11.935, 1.221, 1.837, 3.788, 10.728, 12.27, 12.077, 3.211, 16.047, 1.938, 9.796, 11.103, 11.9, 16.707, 9.566, 12.508, 15.19, 9.047, 8.702, 13.944, 15.356, 9.411, 3.34, 2.661, 2.084, 2.405, 9.598, 1.809, 8.58, 9.442, 12.048, 9.586, 18.196, 9.395, 13.713, 8.702, 9.796, 7.642, 2.661, 12.27, 9.066, 10.881, 1.779, 15.19, 8.956, 26.186, 12.545, 0.568, 3.674, 16.965, 8.845, 12.27, 8.687, 11.9, 16.592, 8.972, 22.11, 23.809, 12.87, 1.905, 16.131, 11.575]
[16.039, 9.487, 9.066, 14.813, 17.284, 0, 15.922, 18.589, 11.184, 2.194, 10.684, 19.455, 25.956, 2628.436, 10.684, 11.582, 11.325, 10.556, 10.331, 2.517, 10.478, 10.589, 13.233, 16.456, 2.67, 28.542, 13.935, 18.392, 10.353, 14.852, 14.058, 15.714, 22.454, 2.494, 9.927, 11.576, 22.546, 22.839, 16.444, 13.753, 2.587, 9.784, 9.62, 14.377, -1, 2.237, 16.121, 19.359, 18.786, 16.009, 19.359, 16.32, 0.297, 10.794, 2.602, 14.796, 23.301, 0.603, 6.484, 29.721, 2.306, 3.613, 20.455, 10.096, 10.174, 19.754, 19.359, 1.82, 3.231, 10.519, 14.815, 14.298, 2.737, 29.129, 1.396, 3.735, 2.534, 10.166, 14.601, 3.856, 9.759, 13.118, 16.816, 19.084, 2.737, 14.298, 17.214, 3.384, 13.845, 13.161, 3.176, 15.753, 17.381, 10.551, 9.91, 11.226, 15.04, 2.306, 3.755, 6.67, 10.192, 3.98, 15.833, 22.25, 2.587, 11.609, 3.553, 2.707, 16.863, 6.67, 19.762, 9.603, 14.298, 3.176, 10.519, 9.91, 9.296, 3.98, 12.122, 19.762, 24.157, 2.45, 18.209, 1.126, 14.615, 10.535, 9.603, 12.067, 18.786, 19.359, 15.444, 6.162, 1.053, 14.815, 10.612, 19.359, 9.91, 10.623, 18.73, 6.522, 601.493, 3.172, 3.832, 2.723, 8.567, 13.778, 14.436, 19.359, 19.359, 19.063, 10.064, 4.455, 19.134, 29.164, 18.496, 17.041, 16.953, 13.011, 10.684, 29.306, 16.296, 2.649, 17.142, 10.158, 10.588, 29.129, 17.381, 10.526, 23.491, 3.318, 14.796, 10.248, 4.9, 3.289, 10.728, 16.505, 15.826, 19.359, 19.68, 10.42, 19.084, 14.329, 9.693, 13.484, 10.408, 3.231, 10.477, 9.618, 10.248, 15.545, 14.298, 15.826, 10.684, 10.515, 10.522, 19.054, 3.318, 9.603, 7.068, 10.476, 17.797, 20.949, 1.815, 11.128, 10.684, 14.436, 29.129, 20.23, 14.348, 3.85, 5.915, 24.205, 19.134, 2.607, 22.391]
[8.735, 6.802, 21.014, 10.784, 1.729, 15.922, 0, 3.039, 25.001, 14.121, 6.015, 3.905, 10.406, 2631.73, 6.015, 6.913, 7.994, 14.718, 14.493, 14.049, 7.014, 6.605, 10.138, 0.666, 13.759, 12.992, 10.487, 2.842, 14.515, 13, 13.007, 9.267, 14.599, 15.334, 6.505, 6.907, 10.697, 10.404, 0.654, 13.513, 14.119, 6.451, 6.935, 10.348, -1, 16.501, 8.997, 3.804, 3.231, 13.155, 3.804, 0.481, 16.123, 7.043, 16.136, 10.767, 13.992, 15.786, 10.788, 14.166, 14.15, 19.439, 4.9, 6.155, 23.181, 4.199, 3.804, 14.536, 15.762, 6.985, 10.786, 9.362, 16.126, 13.574, 15.187, 19.561, 15.25, 6.186, 9.314, 12.122, 6.684, 9.497, 1.261, 3.529, 16.126, 9.362, 1.659, 14.077, 9.575, 11.131, 14.758, 12.877, 18.381, 8.48, 18.149, 6.509, 11.011, 14.15, 16.916, 22.13, 13.768, 12.425, 0.144, 13.108, 13.677, 6.892, 19.379, 14.678, 1.024, 22.13, 4.207, 6.522, 9.362, 14.758, 6.985, 18.149, 6.87, 12.425, 7.405, 4.207, 14.848, 13.852, 2.654, 16.952, 10.586, 13.841, 6.522, 7.35, 3.231, 3.804, 13.097, 11.391, 14.946, 10.786, 6.59, 3.804, 18.149, 12.788, 3.175, 17.741, 605.233, 14.754, 17.029, 14.19, 8.831, 14.069, 10.407, 3.804, 3.804, 3.508, 7.312, 19.915, 3.579, 13.609, 2.941, 1.486, 1.114, 8.294, 13.99, 13.751, 0.757, 13.613, 1.587, 7.362, 12.823, 13.574, 18.381, 7.132, 14.182, 12.756, 10.767, 6.268, 11.51, 12.922, 6.977, 0.666, 0.144, 3.804, 4.125, 7.164, 3.529, 10.3, 7.008, 13.722, 7.152, 15.762, 6.961, 15.433, 6.268, 13.521, 9.362, 0.144, 13.99, 6.632, 8.447, 3.499, 12.756, 6.522, 22.528, 14.265, 2.242, 5.394, 14.531, 6.411, 13.99, 10.407, 13.574, 18.266, 6.538, 19.676, 21.375, 14.544, 3.579, 13.697, 13.249]
[7.248, 9.469, 19.527, 9.297, 2.289, 18.589, 3.039, 0, 23.47, 15.191, 7.085, 5.039, 11.54, 2632.864, 7.085, 7.983, 9.064, 13.187, 12.962, 15.119, 8.084, 7.675, 8.607, 2.02, 14.829, 14.126, 8.956, 1.873, 12.984, 9.873, 10.097, 7.736, 15.733, 16.404, 7.575, 7.977, 11.831, 11.538, 2.008, 10.099, 15.189, 7.521, 9.602, 8.861, -1, 19.168, 7.51, 2.317, 1.744, 11.668, 2.317, 3.388, 18.79, 9.71, 18.803, 9.28, 12.505, 18.453, 13.455, 12.679, 16.817, 22.106, 3.413, 8.822, 21.694, 2.712, 2.317, 17.203, 18.429, 9.652, 9.299, 7.875, 18.793, 12.087, 17.854, 22.228, 17.917, 8.853, 7.827, 14.789, 9.351, 8.01, 1.823, 2.042, 18.793, 7.875, 1.374, 16.744, 8.088, 9.644, 17.425, 11.39, 16.894, 11.147, 16.662, 9.176, 9.524, 16.817, 19.583, 20.453, 12.281, 15.092, 2.901, 11.621, 16.344, 9.559, 22.046, 17.345, 3.931, 20.453, 2.72, 9.189, 7.875, 17.425, 9.652, 16.662, 9.537, 15.092, 10.072, 2.72, 13.361, 16.519, 2.588, 19.619, 9.099, 12.354, 9.189, 10.017, 1.744, 2.317, 11.61, 14.058, 17.613, 9.299, 9.257, 2.317, 16.662, 11.301, 1.688, 20.408, 603.746, 17.421, 19.696, 16.857, 11.498, 12.582, 8.92, 2.317, 2.317, 2.021, 9.979, 22.582, 2.092, 12.122, 1.454, 0, 4.021, 10.961, 12.503, 12.264, 3.444, 16.28, 0.1, 10.029, 11.336, 12.087, 16.894, 9.799, 12.695, 15.423, 9.28, 8.935, 14.177, 15.589, 9.644, 3.573, 2.894, 2.317, 2.638, 9.831, 2.042, 8.813, 9.675, 12.235, 9.819, 18.429, 9.628, 13.946, 8.935, 12.034, 7.875, 2.894, 12.503, 9.299, 11.114, 2.012, 15.423, 9.189, 26.419, 12.778, 0.755, 3.907, 17.198, 9.078, 12.503, 8.92, 12.087, 16.779, 9.205, 22.343, 24.042, 13.057, 2.092, 16.364, 11.762]
[17.077, 19.601, 6.834, 14.77, 23.689, 11.184, 25.001, 23.47, 0, 12.138, 20.065, 23.964, 24.141, 2626.546, 20.065, 20.963, 21.704, 11.624, 11.399, 11.992, 20.857, 20.655, 16.023, 24.714, 12.085, 23.978, 17.035, 22.496, 11.421, 16.027, 15.303, 18.097, 23.699, 12.438, 20.306, 20.957, 23.791, 24.084, 24.702, 14.998, 12.062, 20.163, 19.734, 16.972, -1, 13.325, 17.159, 25.067, 23.706, 14.971, 25.067, 25.35, 11.385, 20.908, 13.023, 15.519, 22.886, 11.048, 13.699, 25.092, 12.42, 14.701, 24.398, 20.21, 1.219, 21.815, 25.067, 11.934, 13.345, 20.633, 15.384, 16.691, 13.013, 24.445, 10.74, 14.823, 12.648, 20.28, 17.196, 13.97, 19.873, 15.894, 23.223, 24.004, 13.013, 16.691, 22.774, 13.498, 15.357, 14.029, 13.29, 15.238, 18.373, 20.665, 8.659, 21.34, 16.086, 12.42, 14.259, 5.27, 11.321, 14.094, 24.863, 26.384, 12.701, 21.723, 14.641, 12.821, 25.893, 5.27, 24.362, 19.717, 16.691, 13.29, 20.633, 8.659, 19.41, 14.094, 22.236, 24.362, 23.742, 12.564, 22.671, 12.214, 17.21, 11.85, 19.717, 22.181, 23.706, 25.067, 15.951, 16.276, 11.167, 15.384, 20.726, 25.067, 8.659, 13.22, 23.65, 26.626, 602.069, 13.286, 14.372, 12.837, 17.366, 14.646, 17.031, 25.067, 25.067, 23.983, 20.178, 7.569, 23.024, 24.535, 23.416, 23.47, 25.983, 20.339, 11.999, 24.677, 26.41, 12.763, 23.571, 20.272, 13.185, 24.445, 18.373, 20.64, 23.076, 13.432, 15.519, 20.362, 15.014, 13.403, 20.842, 25.535, 24.856, 25.067, 21.741, 20.534, 24.004, 16.924, 19.807, 14.352, 20.522, 13.345, 20.591, 10.486, 20.362, 14.849, 16.691, 24.856, 11.999, 20.629, 20.636, 23.974, 13.432, 19.717, 10.242, 11.856, 24.226, 24.892, 11.929, 21.242, 11.999, 17.031, 24.445, 20.404, 24.462, 14.938, 7.258, 23.79, 23.024, 12.721, 26.525]
[14.189, 7.637, 10.293, 12.963, 15.434, 2.194, 14.121, 15.191, 12.138, 0, 8.489, 17.26, 23.761, 2629.37, 8.489, 9.387, 9.13, 9.82, 9.595, 1.655, 8.283, 8.394, 11.038, 14.261, 1.808, 26.347, 11.74, 16.197, 9.617, 12.657, 11.863, 13.519, 20.259, 1.708, 7.732, 9.381, 20.351, 20.644, 14.249, 11.558, 1.725, 7.589, 7.77, 12.527, -1, 2.982, 14.271, 17.509, 16.936, 14.159, 17.509, 14.47, 2.395, 8.944, 2.617, 12.946, 21.451, 2.058, 4.634, 27.871, 1.346, 5.711, 18.605, 8.246, 11.906, 17.904, 17.509, 0.808, 2.219, 8.669, 12.965, 12.448, 2.607, 27.279, 2.863, 5.833, 1.522, 8.316, 12.751, 2.006, 7.909, 11.268, 14.966, 17.234, 2.607, 12.448, 15.364, 1.534, 11.995, 10.919, 1.554, 13.903, 17.855, 8.701, 10.384, 9.376, 13.19, 1.346, 3.853, 8.402, 8.99, 2.13, 13.983, 20.4, 1.627, 9.759, 5.651, 1.695, 15.013, 8.402, 17.912, 7.753, 12.448, 1.554, 8.669, 10.384, 7.446, 2.13, 10.272, 17.912, 22.307, 0.6, 16.359, 3.224, 12.765, 9.333, 7.753, 10.217, 16.936, 17.509, 13.594, 4.312, 1.218, 12.965, 8.762, 17.509, 10.384, 8.773, 16.88, 6.863, 601.967, 1.55, 3.966, 0.758, 6.717, 14.411, 12.586, 17.509, 17.509, 17.213, 8.214, 6.187, 17.284, 27.314, 16.646, 15.191, 15.103, 11.161, 9.482, 27.456, 14.446, 0.687, 15.292, 8.308, 8.738, 27.279, 17.855, 8.676, 21.641, 1.468, 12.946, 8.398, 3.05, 1.439, 8.878, 14.655, 13.976, 17.509, 17.83, 8.57, 17.234, 12.479, 7.843, 12.161, 8.558, 2.219, 8.627, 10.092, 8.398, 13.695, 12.448, 13.976, 9.482, 8.665, 8.672, 17.204, 1.468, 7.753, 8.8, 9.274, 15.947, 19.099, 0.803, 9.278, 9.482, 12.586, 27.279, 20.704, 12.498, 5.948, 7.647, 22.355, 17.284, 1.647, 20.541]
